itemId,description
95949,"Drummer Stanley Maxton moves to Los Angeles with dreams of opening his own club, but falls in with a gangster and a nightclub dancer and ends up accused of murder."
114060,"Jacobowsky, a Jewish refugee, flees from the Nazis with an aristocratic, anti-semitic Polish officer trying to get papers to England. Jurgens learns to appreciate Jacobowsky, despite their competition for the same woman, and together they outwit their pursuers"
91094,"A pair of blind masseurs, an enigmatic city woman, a lonely man and his ill-behaved nephew—The Masseurs and a Woman is made up of crisscrossing miniature studies of love and family at a remote resort in the mountains. With delicate and surprising humor, Hiroshi Shimizu paints a timeless portrait of loneliness and the human need to connect."
33592,Evidence of mutilated housewives points to a sound expert (David Keith) living unhappily with his wife (Cathy Moriarty) in Arizona.
31116,"A mad scientist (and apparent former Nazi) unleashes his master plan: to transform himself into a mutated walking catfish, gain revenge on those who have spurned him, and kidnap nubile young women to similarly transform so that he can breed. Or something like that."
6182,"An abandoned teen jumps a freight train in Philadelphia intent on reaching his uncle in Indiana, whom he believes will help him with financial difficulties including a pregnant girlfriend. In Ohio, he meets another homeless teen, who escorts him to his uncle. Finding his uncle equally broke, the duo head on to Oklahoma City to try to find the first teen's long-gone ex-con father. A confrontation between father and son send the duo on into exploits in the west including getting beaten up, busting into an Indian reservation church, and hitch-hiking with a beautiful nurse."
75803,"After the Chicago Cubs blow an opportunity to reach the World Series in 2003, Cubs fans blame the team's misfortune on fellow fan Steve Bartman, who interfered with a foul ball and prevented Moises Alou from making a catch."
49530,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'."
3966,"Dagwood Bumstead (Arthur Lake) poses as his boss Mr. Dithers (Jonathan Hale) so that a big business deal can be consummated while Dithers avoids nearsighted process server Jim Gray (Shemp Howard). The upshot of all this is that Dagwood ends up in a lunatic asylum, forcing Blondie (Penny Singleton) to come to the rescue. Number 18 in the long running Blondie series.  Blondie Knows Best was writer/director Edward Bernds' first entry in the long-running ""Blondie"" series, and arguably his funniest.  Bernds was a big fan of comedian Shemp Howard (whom he'd directed in several Columbia 2-reelers) and accordingly he gives Shemp free reign in his scenes, resulting in some hystericially funny moments.  Blondie Knows Best represented Jonathan Hale's farewell to the series; in the next entry, Blondie's Big Moment, he would be replaced by Jerome Cowan as Mr. Radcliffe"
92751,A woman has dreams that she is a werewolf so she goes out and finds men. She proceeds to have sex with them and then rip their throats out with her teeth. She eventually falls in love but then she is raped and her lover is murdered so she goes out for revenge.
37736,An illegal Chinese immigrant falls behind on payments on an enormous smuggling debt. Ming Ding has only until the end of the day to come up with the money.
47099,"A young man gets into an accident and now owes people money. He lives in present day Almaty, Kazakhstan, where jobs are scarce. So he turns to dubious characters for help which leads him deeper and deeper into trouble."
4195,"France, WWI. Landru, the father of four Children, contacts Parisian women through newspapers, seduces and eventually kills them in order to feed his little family."
4809,Beloved schoolteacher reflects back on her life and former students when she is hospitalized...
64983,A woman falls in love with the man who killed her former boyfriend.
1254,"A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father."
